iter	Passed	Remaining
245	962	2949
246	965	2943
247	972	2947
248	974	2940
249	978	2935
250	981	2929
251	985	2924
252	988	2917
253	991	2911
254	993	2901
255	995	2894
256	999	2890
257	1002	2883
258	1005	2877
259	1008	2870
260	1011	2863
261	1022	2879
262	1025	2873
263	1027	2864
264	1031	2860
265	1034	2854
266	1037	2849
267	1040	2842
268	1043	2836
269	1046	2829
270	1049	2822
271	1052	2816
272	1054	2809
273	1057	2801
274	1060	2797
275	1063	2790
276	1066	2783
277	1069	2776
278	1072	2770
279	1075	2764
280	1077	2758
281	1080	2752
282	1083	2745
283	1086	2738
284	1088	2731
285	1092	2726
286	1095	2720
287	1097	2713
288	1100	2706
289	1102	2699
290	1106	2696
291	1109	2689
292	1111	2683
293	1115	2678
294	1118	2672
295	1121	2667
296	1124	2660
297	1127	2655
298	1130	2650
299	1133	2644
300	1136	2638
301	1139	2633
302	1142	2628
303	1145	2622
304	1148	2616
305	1151	2610
306	1154	2605
307	1156	2598
308	1159	2592
309	1161	2586
310	1164	2579
311	1168	2575
312	1170	2569
313	1173	2563
314	1175	2557
315	1178	2550
316	1181	2544
317	1184	2539
318	1186	2533
319	1189	2527
320	1191	2521
321	1194	2514
322	1196	2508
323	1201	2506
324	1203	2500
325	1206	2494
326	1208	2488
327	1211	2482
328	1214	2476
329	1217	2470
330	1219	2464
331	1222	2458
332	1224	2452
333	1227	2446
334	1229	2441
335	1232	2436
336	1235	2430
337	1238	2424
338	1240	2418
339	1243	2413
340	1246	2408
341	1249	2403
342	1251	2397
343	1254	2391
344	1256	2385
345	1259	2379
346	1262	2376
347	1265	2370
348	1267	2364
349	1270	2358
350	1272	2353
351	1275	2347
352	1278	2342
353	1281	2338
354	1284	2333
355	1287	2328
356	1289	2323
357	1292	2317
358	1295	2312
359	1297	2307
360	1300	2301
361	1302	2295
362	1305	2290
363	1308	2285
364	1311	2281
365	1314	2277
366	1317	2272
367	1320	2267
368	1322	2261
369	1326	2259
370	1329	2254
371	1332	2249
372	1334	2244
373	1337	2238
374	1340	2233
375	1343	2229
376	1345	2223
377	1348	2218
378	1350	2213
379	1353	2207
380	1356	2203
381	1358	2198
382	1361	2193
383	1363	2187
384	1366	2182
385	1368	2177
386	1371	2172
387	1374	2167
388	1376	2162
389	1379	2157
390	1381	2152
391	1384	2147
392	1387	2143
393	1390	2138
394	1393	2133
395	1395	2128
396	1398	2124
397	1400	2119
398	1404	2115
399	1406	2110
400	1409	2105
401	1411	2100
402	1414	2095
403	1416	2090
404	1420	2087
405	1423	2082
406	1426	2077
407	1428	2072
408	1431	2067
409	1433	2062
410	1436	2058
411	1437	2052
412	1440	2047
413	1442	2042
414	1445	2037
415	1447	2032
416	1450	2028
417	1453	2023
418	1455	2018
419	1458	2014
420	1461	2010
421	1464	2005
422	1467	2001
423	1469	1996
424	1472	1992
425	1475	1987
426	1478	1984
427	1482	1980
428	1484	1976
429	1487	1971
430	1490	1967
431	1493	1963
432	1496	1959
433	1499	1955
434	1501	1950
435	1504	1946
436	1506	1941
437	1509	1937
438	1512	1932
439	1515	1928
440	1517	1923
441	1520	1919
442	1522	1914
443	1525	1910
444	1528	1906
445	1530	1901
446	1533	1897
447	1535	1892
448	1538	1887
449	1541	1884
450	1544	1880
451	1547	1876
452	1550	1872
453	1553	1868
454	1556	1864
455	1559	1860
456	1561	1855
457	1564	1851
458	1566	1846
459	1569	1842
460	1572	1838
461	1575	1834
462	1577	1829
463	1580	1825
464	1582	1821
465	1585	1816
466	1588	1812
467	1590	1808
468	1593	1803
469	1595	1799
470	1598	1794
471	1600	1790
472	1605	1788
473	1607	1784
474	1610	1780
475	1613	1776
476	1617	1773
477	1620	1769
478	1623	1766
479	1627	1762
480	1629	1758
481	1633	1755
482	1637	1752
483	1641	1749
484	1643	1745
485	1646	1740
486	1648	1737
487	1652	1733
488	1655	1730
489	1658	1726
490	1662	1723
491	1666	1720
492	1671	1718
493	1673	1714
494	1676	1710
495	1678	1705
496	1681	1701
497	1685	1698
498	1687	1694
499	1690	1690
500	1693	1686
501	1696	1682
502	1698	1678
503	1702	1674
504	1704	1670
505	1707	1666
506	1709	1662
507	1712	1658
508	1715	1654
509	1718	1650
510	1720	1646
511	1723	1642
512	1725	1638
513	1728	1634
514	1731	1630
515	1734	1627
516	1737	1623
517	1740	1619
518	1743	1615
519	1746	1612
520	1749	1608
521	1751	1604
522	1754	1600
523	1756	1596
524	1759	1591
525	1763	1589
526	1766	1585
527	1768	1581
528	1771	1577
529	1774	1573
530	1779	1571
531	1782	1567
532	1784	1563
533	1787	1559
534	1789	1555
535	1792	1551
536	1795	1548
537	1798	1544
538	1801	1540
539	1803	1536
540	1806	1532
541	1810	1529
542	1813	1525
543	1815	1522
544	1818	1518
545	1821	1514
546	1824	1511
547	1827	1507
548	1830	1503
549	1833	1500
550	1837	1497
551	1840	1493
552	1843	1489
553	1845	1485
554	1848	1482
555	1850	1478
556	1853	1474
557	1857	1471
558	1860	1467
559	1863	1463
560	1866	1460
561	1868	1456
562	1871	1452
563	1874	1449
564	1877	1445
565	1880	1441
566	1883	1438
567	1891	1438
568	1894	1435
569	1897	1431
570	1900	1427
571	1903	1424
572	1906	1420
573	1909	1417
574	1912	1413
575	1915	1410
576	1919	1407
577	1922	1403
578	1925	1400
579	1928	1396
580	1932	1393
581	1935	1390
582	1938	1386
583	1942	1383
584	1945	1379
585	1948	1376
586	1951	1373
587	1954	1369
588	1956	1365
589	1959	1361
590	1962	1358
591	1965	1354
592	1968	1351
593	1971	1347
594	1973	1343
595	1976	1339
596	1979	1336
597	1982	1333
598	1986	1329
599	1988	1325
600	1991	1322
601	1994	1318
602	1996	1314
603	1999	1310
604	2002	1307
605	2004	1303
606	2007	1299
607	2010	1296
608	2013	1292
609	2016	1289
610	2019	1285
611	2022	1282
612	2025	1278
613	2028	1275
614	2030	1271
615	2033	1267
616	2035	1263
617	2038	1259
618	2041	1256
619	2044	1253
620	2047	1249
621	2049	1245
622	2052	1242
623	2054	1238
624	2058	1234
625	2060	1231
626	2063	1227
627	2066	1223
628	2068	1220
629	2071	1216
630	2074	1213
631	2076	1209
632	2079	1205
633	2081	1201
634	2084	1198
635	2087	1194
636	2089	1190
637	2092	1187
638	2094	1183
639	2097	1179
640	2099	1176
641	2102	1172
642	2105	1168
643	2108	1165
644	2110	1161
645	2113	1157
646	2115	1154
647	2118	1150
648	2121	1147
649	2123	1143
650	2126	1140
651	2129	1136
652	2132	1132
653	2136	1130
654	2138	1126
655	2141	1122
656	2143	1119
657	2146	1115
658	2148	1111
659	2151	1108
660	2154	1104
661	2157	1101
662	2160	1097
663	2162	1094
664	2167	1091
665	2169	1088
666	2172	1084
667	2174	1080
668	2177	1077
669	2181	1074
670	2184	1071
671	2187	1067
672	2190	1064
673	2192	1060
674	2195	1057
675	2198	1053
676	2201	1050
677	2203	1046
678	2206	1042
679	2208	1039
680	2211	1035
681	2214	1032
682	2216	1028
683	2219	1025
684	2221	1021
685	2224	1018
686	2227	1015
687	2230	1011
688	2232	1007
689	2235	1004
690	2237	1000
691	2240	997
692	2243	993
693	2246	990
694	2248	986
695	2251	983
696	2253	979
697	2256	976
698	2260	973
699	2262	969
700	2265	966
701	2267	962
702	2270	959
703	2272	955
704	2275	952
705	2278	948
706	2281	945
707	2283	941
708	2286	938
709	2288	934
710	2292	931
711	2295	928
712	2297	924
713	2300	921
714	2302	917
715	2305	914
716	2308	911
717	2311	907
718	2313	904
719	2316	900
720	2318	897
721	2321	893
722	2324	890
723	2326	887
724	2329	883
725	2332	880
726	2335	877
727	2338	873
728	2341	870
729	2344	867
730	2347	863
731	2350	860
732	2353	857
733	2356	854
734	2359	850
735	2361	847
736	2365	844
737	2369	841
738	2372	837
739	2375	834
740	2378	831
741	2381	828
742	2385	824
743	2388	821
744	2390	818
745	2393	814
746	2395	811
747	2398	808
748	2401	804
749	2404	801
750	2407	798
751	2409	794
752	2412	791
753	2415	788
754	2418	784
755	2420	781
756	2423	777
757	2426	774
758	2428	771
759	2431	767
760	2434	764
761	2436	761
762	2439	757
763	2442	754
764	2446	751
765	2449	748
766	2452	744
767	2454	741
768	2457	738
769	2460	734
770	2463	731
771	2465	728
772	2468	724
773	2471	721
774	2473	718
775	2476	714
776	2479	711
777	2482	708
778	2484	704
779	2487	701
780	2490	698
781	2493	695
782	2496	691
783	2499	688
784	2501	685
785	2506	682
786	2510	679
787	2512	676
788	2515	672
789	2519	669
790	2522	666
791	2525	663
792	2528	660
793	2531	656
794	2534	653
795	2538	650
796	2542	647
797	2545	644
798	2547	640
799	2551	637
800	2554	634
801	2557	631
802	2559	627
803	2562	624
804	2564	621
805	2568	618
806	2571	615
807	2574	611
808	2577	608
809	2580	605
810	2583	602
811	2586	598
812	2589	595
813	2591	592
814	2594	588
815	2597	585
816	2600	582
817	2602	579
818	2605	575
819	2608	572
820	2610	569
821	2613	566
822	2616	562
823	2619	559
824	2621	556
825	2624	552
826	2626	549
827	2630	546
828	2632	543
829	2635	539
830	2638	536
831	2640	533
832	2643	529
833	2646	526
834	2649	523
835	2652	520
836	2654	517
837	2657	513
838	2660	510
839	2664	507
840	2667	504
841	2670	501
842	2673	497
843	2676	494
844	2680	491
845	2683	488
846	2686	485
847	2690	482
848	2694	479
849	2698	476
850	2701	472
851	2704	469
852	2708	466
853	2711	463
854	2714	460
855	2717	457
856	2721	454
857	2727	451
858	2729	448
859	2732	444
860	2735	441
861	2738	438
862	2741	435
863	2744	431
864	2746	428
865	2749	425
866	2752	422
867	2755	419
868	2758	415
869	2760	412
870	2763	409
871	2766	406
872	2770	403
873	2773	399
874	2776	396
875	2778	393
876	2781	390
877	2785	386
878	2788	383
879	2790	380
880	2793	377
881	2796	374
882	2799	370
883	2802	367
884	2804	364
885	2807	361
886	2810	358
887	2813	354
888	2816	351
889	2819	348
890	2822	345
891	2825	342
892	2828	338
893	2831	335
894	2834	332
895	2837	329
896	2840	326
897	2843	322
898	2846	319
899	2851	316
900	2854	313
901	2857	310
902	2860	307
903	2863	304
904	2865	300
905	2868	297
906	2870	294
907	2874	291
908	2877	288
909	2880	284
910	2883	281
911	2886	278
912	2889	275
913	2892	272
914	2894	268
915	2897	265
916	2900	262
917	2902	259
918	2906	256
919	2908	252
920	2911	249
921	2913	246
922	2916	243
923	2919	240
924	2922	236
925	2925	233
926	2927	230
927	2930	227
928	2932	224
929	2935	220
930	2938	217
931	2941	214
932	2943	211
933	2946	208
934	2948	205
935	2951	201
936	2954	198
937	2957	195
938	2959	192
939	2962	189
940	2964	185
941	2967	182
942	2970	179
943	2973	176
944	2975	173
945	2978	170
946	2981	166
947	2983	163
948	2986	160
949	2989	157
950	2991	154
951	2994	150
952	2996	147
953	2999	144
954	3002	141
955	3005	138
956	3007	135
957	3010	131
958	3012	128
959	3015	125
960	3018	122
961	3021	119
962	3023	116
963	3026	113
964	3029	109
965	3032	106
966	3035	103
967	3038	100
968	3041	97
969	3043	94
970	3046	90
971	3049	87
972	3051	84
973	3055	81
974	3057	78
975	3060	75
976	3064	72
977	3067	68
978	3070	65
979	3073	62
980	3076	59
981	3079	56
982	3082	53
983	3085	50
984	3087	47
985	3090	43
986	3092	40
987	3096	37
988	3098	34
989	3101	31
990	3104	28
991	3106	25
992	3109	21
993	3112	18
994	3115	15
995	3117	12
996	3120	9
997	3122	6
998	3125	3
999	3128	0
