iter	Logloss
251	0.4484184423
252	0.4483588116
253	0.4482090803
254	0.448189612
255	0.448016084
256	0.4479386702
257	0.4478018034
258	0.4476831331
259	0.4475854101
260	0.4475226257
261	0.4474705366
262	0.4473409161
263	0.4473142083
264	0.4472208741
265	0.4471013954
266	0.4470249393
267	0.4468951606
268	0.446752286
269	0.446656401
270	0.4465411673
271	0.4464206763
272	0.4462972379
273	0.446137751
274	0.4460795784
275	0.4459675773
276	0.4458006314
277	0.4457073413
278	0.4456482626
279	0.4455057623
280	0.4453199545
281	0.4451568351
282	0.4450638987
283	0.4449550257
284	0.4448804779
285	0.4447713838
286	0.444739316
287	0.4446317131
288	0.4444398628
289	0.4443386347
290	0.4442916011
291	0.4441834592
292	0.444010553
293	0.4439032435
294	0.443800914
295	0.4437278014
296	0.4436552314
297	0.4434265527
298	0.4433435208
299	0.4432767905
300	0.443274302
301	0.4431138587
302	0.4430268782
303	0.4429138146
304	0.4427593797
305	0.442712515
306	0.4425754998
307	0.4424509893
308	0.4424136415
309	0.4423126444
310	0.4422178377
311	0.4421584154
312	0.4420490019
313	0.4420041736
314	0.4418133848
315	0.4416297234
316	0.4414875509
317	0.441419393
318	0.4412911336
319	0.4411114894
320	0.4410147851
321	0.4409618767
322	0.4407595441
323	0.4406618641
324	0.4405682464
325	0.4404932619
326	0.4403411904
327	0.4402427594
328	0.4401712365
329	0.440084425
330	0.4399631571
331	0.4399110738
332	0.4397572776
333	0.4396836922
334	0.4395846237
335	0.4394791463
336	0.4393342989
337	0.4391858565
338	0.4391145862
339	0.4390643536
340	0.4389227377
341	0.4388152858
342	0.4387319234
343	0.4386008822
344	0.4384884121
345	0.4384048645
346	0.4382917425
347	0.4382562215
348	0.4382313805
349	0.4381455039
350	0.4380575283
351	0.4379105397
352	0.4378039509
353	0.4376831064
354	0.4376161246
355	0.4375475695
356	0.4374102709
357	0.4372830121
358	0.4371778766
359	0.4370376095
360	0.4369091637
361	0.4369086883
362	0.4368612292
363	0.4367813068
364	0.4366527129
365	0.4365972088
366	0.4364448405
367	0.4363528358
368	0.4362860766
369	0.4361579801
370	0.4360041853
371	0.4358515283
372	0.4357941734
373	0.4356859985
374	0.435538674
375	0.4354803115
376	0.4354504123
377	0.4353241608
378	0.4352243959
379	0.4351007103
380	0.434931761
381	0.4348241375
382	0.4347165857
383	0.4346346973
384	0.4344771067
385	0.4343541197
386	0.4342553593
387	0.4341976767
388	0.4340214292
389	0.4339422152
390	0.4338420283
391	0.4337251722
392	0.4336646236
393	0.4335750913
394	0.4334419263
395	0.4332685231
396	0.4331479006
397	0.43306997
398	0.4330262194
399	0.4329244408
400	0.4328444801
401	0.4327069709
402	0.432572839
403	0.4324999986
404	0.4324079714
405	0.43228866
406	0.432162348
407	0.432089468
408	0.4320357341
409	0.431952567
410	0.4319054569
411	0.4319053773
412	0.43179741
413	0.4317313764
414	0.4316387029
415	0.4315336175
416	0.4314617767
417	0.4313518685
418	0.4312844948
419	0.43119342
420	0.4310467887
421	0.4309706721
422	0.4308416122
423	0.4307486651
424	0.4306244247
425	0.4304798792
426	0.4303627841
427	0.4301967152
428	0.4300591979
429	0.4299578959
430	0.4298662737
431	0.4297664941
432	0.4296728855
433	0.4295755131
434	0.4294845185
435	0.4293189139
436	0.4291995999
437	0.4291492873
438	0.4290521984
439	0.4289441156
440	0.4288185612
441	0.4287234724
442	0.4286385758
443	0.4285429661
444	0.428387818
445	0.4283103977
446	0.4281169306
447	0.4280348943
448	0.4279224385
449	0.4277665436
450	0.4276286606
451	0.4275464836
452	0.4274495226
453	0.4273399834
454	0.4272993684
455	0.4271521509
456	0.4270279671
457	0.4269160778
458	0.426796109
459	0.4266707144
460	0.426594566
461	0.4265192964
462	0.4263910938
463	0.4262202832
464	0.4261319379
465	0.4259803836
466	0.4258911664
467	0.4258037972
468	0.4257126592
469	0.4256058383
470	0.4254948084
471	0.4254587177
472	0.4253919103
473	0.4253114531
474	0.4251638838
475	0.4250664743
476	0.4249297824
477	0.4248587022
478	0.4247780353
479	0.424680048
480	0.4244759184
481	0.4243943943
482	0.4243191273
483	0.4242110842
484	0.4241472214
485	0.4240704316
486	0.4239968006
487	0.4238698978
488	0.4237709867
489	0.4236590228
490	0.4235654902
491	0.4234360774
492	0.4233182119
493	0.4232079967
494	0.4230946222
495	0.4229188626
496	0.4228353676
497	0.4227411497
498	0.4226156322
499	0.4225266891
500	0.4224378145
501	0.4223097014
502	0.4222064759
503	0.4220867472
504	0.4220331138
505	0.4219427636
506	0.4218170417
507	0.4216805007
508	0.4215238656
509	0.4213822832
510	0.4212728381
511	0.4212300248
512	0.4211432176
513	0.4210154914
514	0.4208618703
515	0.4207615141
516	0.4206656764
517	0.4206060493
518	0.4205321276
519	0.4204519921
520	0.4203900915
521	0.4202829346
522	0.4201096984
523	0.4199795248
524	0.4198035682
525	0.4196598676
526	0.4195227741
527	0.4194578229
528	0.4193812752
529	0.4193000001
530	0.4192018085
531	0.4190887121
532	0.4190275454
533	0.4189458907
534	0.4188375065
535	0.4187631811
536	0.4186351049
537	0.4185884462
538	0.4184919004
539	0.4183952176
540	0.4182596391
541	0.4181119461
542	0.4180157391
543	0.4179345114
544	0.4178855717
545	0.417765615
546	0.4176299381
547	0.417536677
548	0.4174696482
549	0.4173358959
550	0.4172911867
551	0.4171613512
552	0.4171006533
553	0.4170077139
554	0.4169038641
555	0.4167795569
556	0.4167328351
557	0.4166106903
558	0.4165274694
559	0.4164579528
560	0.4163587847
561	0.4162970885
562	0.416175749
563	0.4160474961
564	0.4159358524
565	0.4158428385
566	0.4157118611
567	0.4156460506
568	0.4154727449
569	0.4153670143
570	0.415317508
571	0.415153829
572	0.4150578497
573	0.4150094863
574	0.4149087002
575	0.4147608216
576	0.4146261678
577	0.4145179815
578	0.4144292649
579	0.4142767357
580	0.4142288536
581	0.4141741193
582	0.4141021756
583	0.4139791949
584	0.4138670872
585	0.413693218
586	0.4135868613
587	0.413530218
588	0.4134809358
589	0.4134289556
590	0.4133501324
591	0.4132514918
592	0.4131383366
593	0.4130678378
594	0.4129939126
595	0.4128767983
596	0.4127501615
597	0.4126147368
598	0.4125050109
599	0.4124016687
600	0.4122622421
601	0.4121461212
602	0.4120110308
603	0.4119175877
604	0.4118537381
605	0.411797108
606	0.4116248504
607	0.4115090207
608	0.4114135894
609	0.4113105716
610	0.4111933803
611	0.4111441576
612	0.4110437713
613	0.4109066663
614	0.4108004109
615	0.410762501
616	0.410652072
617	0.410567414
618	0.4104557679
619	0.4104331286
620	0.4103663383
621	0.4103281673
622	0.4102754441
623	0.4101157158
624	0.41001239
625	0.4099156709
626	0.4098204548
627	0.4097844727
628	0.4096322877
629	0.4095391173
630	0.4094982548
631	0.4094534707
632	0.4093477848
633	0.4091963686
634	0.409123142
635	0.4090277403
636	0.4089803209
637	0.408890844
638	0.4088380408
639	0.4087489218
640	0.408703553
641	0.4086316636
642	0.4085785395
643	0.4084993239
644	0.4084258509
645	0.4083537487
646	0.4082615476
647	0.4082288923
648	0.4081550869
649	0.4081046598
650	0.407975045
651	0.4078147949
652	0.4076807859
653	0.4075970994
654	0.4075275311
655	0.4074680353
656	0.4073688313
657	0.4072209474
658	0.4071225151
659	0.4070488456
660	0.406941639
661	0.4068621518
662	0.4067634834
663	0.4066753614
664	0.4065931648
665	0.4064948391
666	0.4063516372
667	0.4062976999
668	0.4062103965
669	0.4061027823
670	0.4060340585
671	0.4059323834
672	0.4058546011
673	0.4057652617
674	0.4057038871
675	0.4055516802
676	0.4055092656
677	0.4054447392
678	0.4053142705
679	0.4051568548
680	0.4050562966
681	0.404970095
682	0.4049224018
683	0.4048598329
684	0.4047264513
685	0.4046251685
686	0.4045281892
687	0.4043563602
688	0.4043026505
689	0.4042322106
690	0.4041792735
691	0.4041424058
692	0.4040713153
693	0.4039813959
694	0.4039033723
695	0.4038060993
696	0.403711438
697	0.4036606906
698	0.403535298
699	0.4034950173
700	0.4033898154
701	0.4033243238
702	0.4032390402
703	0.4031574215
704	0.4030629301
705	0.4029534815
706	0.4028369243
707	0.4027986614
708	0.4027489308
709	0.4026788328
710	0.4025621342
711	0.4024503496
712	0.402356805
713	0.4022618464
714	0.4022178349
715	0.4021379084
716	0.4020475599
717	0.4018629577
718	0.4017956908
719	0.4017142822
720	0.4016541326
721	0.4016344089
722	0.4015609198
723	0.4015017816
724	0.4013700306
725	0.4012656053
726	0.4011154222
727	0.4010525309
728	0.4009908905
729	0.4009041894
730	0.400847095
731	0.4007494669
732	0.400669854
733	0.4006036705
734	0.4005193988
735	0.4004227036
736	0.4002945259
737	0.4002654774
738	0.400215437
739	0.4000839861
740	0.3999745697
741	0.3998279489
742	0.3997700653
743	0.3997053828
744	0.3996396623
745	0.3995002572
746	0.3994126645
747	0.3993052665
748	0.3992489715
749	0.3991968483
750	0.3991091387
751	0.3990084617
752	0.3989883586
753	0.3989229414
754	0.3988890654
755	0.3987512547
756	0.3987175734
757	0.3986077659
758	0.3984726536
759	0.3984101618
760	0.3982987142
761	0.3981486737
762	0.3981080099
763	0.3980489781
764	0.3979779963
765	0.3979192357
766	0.3978430654
767	0.3977621346
768	0.3976855614
769	0.3975991705
770	0.3975122285
771	0.3974430116
772	0.3974005916
773	0.3972634623
774	0.397192923
775	0.3970855184
776	0.3970610632
777	0.3969931188
778	0.3969012475
779	0.3968580517
780	0.3968383137
781	0.3967921872
782	0.3967325117
783	0.3966872906
784	0.3965706343
785	0.3964859632
786	0.3963924912
787	0.3963178404
788	0.3962280028
789	0.3961377145
790	0.396063774
791	0.3959853987
792	0.3958757657
793	0.3958277745
794	0.3956934219
795	0.3955674244
796	0.395475869
797	0.3954375459
798	0.3952912897
799	0.3952070949
800	0.395077119
801	0.3949749536
802	0.3948931743
803	0.3947696332
804	0.3947358508
805	0.3946934187
806	0.3946326006
807	0.394586079
808	0.3944834807
809	0.3944305159
810	0.394342698
811	0.3942383944
812	0.3941383378
813	0.3940860707
814	0.3939535109
815	0.3938387085
816	0.3937612249
817	0.393670659
818	0.3935900578
819	0.393477271
820	0.3933996428
821	0.3933320952
822	0.3932978117
823	0.3932385736
824	0.3931243353
825	0.393055907
826	0.3929381977
827	0.3928744642
828	0.3928170698
829	0.3927609142
830	0.3926324913
831	0.3925571031
832	0.3924087508
833	0.3923476731
834	0.392259312
835	0.392181334
836	0.3921020064
837	0.3920447314
838	0.3919295098
839	0.3918175246
840	0.3917239774
841	0.3915871664
842	0.3915224814
843	0.3914301666
844	0.3913421818
845	0.3912662222
846	0.3911691315
847	0.3910722317
848	0.3910269063
849	0.3909371364
850	0.3909039433
851	0.3908277656
852	0.3907031604
853	0.3906127595
854	0.3905474082
855	0.3904920408
856	0.39039757
857	0.3902820977
858	0.3902423795
859	0.3901853954
860	0.3901056123
861	0.3900170525
862	0.3899130816
863	0.3898941816
864	0.3898155359
865	0.3896988602
866	0.3896124806
867	0.389559185
868	0.3895287787
869	0.3894336504
870	0.3893314617
871	0.3892512018
872	0.3891081938
873	0.3889853517
874	0.388898247
875	0.3888187323
876	0.3887017673
877	0.3886227661
878	0.3885467505
879	0.3884668568
880	0.3884212289
881	0.3882565641
882	0.3881804916
883	0.3881129819
884	0.3880687548
885	0.3879924369
886	0.3879202356
887	0.3878290315
888	0.3877376583
889	0.3876995547
890	0.3875713724
891	0.3875321859
892	0.3874857601
893	0.3874241772
894	0.3873564829
895	0.3872902026
896	0.38721305
897	0.3871580572
898	0.3870727861
899	0.3870477913
900	0.3869492593
901	0.3868538566
902	0.3868027539
903	0.3867244667
904	0.386645035
905	0.3866046894
906	0.3865621745
907	0.3865386099
908	0.3864637003
909	0.3863606476
910	0.3863109751
911	0.3862234794
912	0.3861167481
913	0.3860243973
914	0.385990521
915	0.3858726266
916	0.3858085509
917	0.3857621099
918	0.3856387164
919	0.3855241932
920	0.3854841771
921	0.3854026721
922	0.3852866024
923	0.385177317
924	0.3851472254
925	0.3850821008
926	0.3850265714
927	0.3849727416
928	0.384921024
929	0.3848481191
930	0.3847685734
931	0.3847060078
932	0.3846336892
933	0.3845554619
934	0.3844833149
935	0.3844159158
936	0.3843418292
937	0.3843067126
938	0.3842696923
939	0.3841871666
940	0.3841125211
941	0.3840294796
942	0.3839459387
943	0.3839013745
944	0.383782992
945	0.3837354217
946	0.3836125761
947	0.3835459985
948	0.3834761078
949	0.3834077636
950	0.3833275205
951	0.3832304353
952	0.3831269811
953	0.3830484787
954	0.3830136883
955	0.3829516257
956	0.3828389344
957	0.3827430599
958	0.3826318265
959	0.3825752569
960	0.3824444522
961	0.382367171
962	0.3823116321
963	0.3821829652
964	0.3821258912
965	0.3821110096
966	0.3820789732
967	0.382001156
968	0.3818893729
969	0.3817999234
970	0.3817731777
971	0.381735555
972	0.3816725674
973	0.381624424
974	0.3815625045
975	0.3815091761
976	0.3814389094
977	0.381333699
978	0.3812781554
979	0.3811731828
980	0.3810997972
981	0.3809846176
982	0.3808824018
983	0.380833316
984	0.380694647
985	0.3806570686
986	0.3805395927
987	0.3804794037
988	0.3803298314
989	0.3802531931
990	0.3800540174
991	0.3800019478
992	0.3799514512
993	0.3799088692
994	0.3798497787
995	0.3797509959
996	0.3796924637
997	0.3796096183
998	0.3795537396
999	0.3794614313
